mol_id,ifp_score,ifp_score_norm,rank,selected
2026-08-23-6tgu-s0-n100-r2-0001,1.0,0.043478,1,1
2026-08-23-6tgu-s0-n100-r2-0002,0.6,0.026087,12,1
2026-08-23-6tgu-s0-n100-r2-0003,0.6,0.026087,13,1
2026-08-23-6tgu-s0-n100-r2-0004,0.8,0.034783,6,1
2026-08-23-6tgu-s0-n100-r2-0005,1.0,0.043478,2,1
2026-08-23-6tgu-s0-n100-r2-0006,0.6,0.026087,14,1
2026-08-23-6tgu-s0-n100-r2-0007,0.8,0.034783,7,1
2026-08-23-6tgu-s0-n100-r2-0008,1.0,0.043478,3,1
2026-08-23-6tgu-s0-n100-r2-0009,1.0,0.043478,4,1
2026-08-23-6tgu-s0-n100-r2-0010,1.0,0.043478,5,1
2026-08-23-6tgu-s0-n100-r2-0011,0.6,0.026087,15,1
2026-08-23-6tgu-s0-n100-r2-0012,0.6,0.026087,16,1
2026-08-23-6tgu-s0-n100-r2-0013,0.6,0.026087,17,1
2026-08-23-6tgu-s0-n100-r2-0014,0.8,0.034783,8,1
2026-08-23-6tgu-s0-n100-r2-0015,0.6,0.026087,18,1
2026-08-23-6tgu-s0-n100-r2-0016,0.6,0.026087,19,1
2026-08-23-6tgu-s0-n100-r2-0017,0.4,0.017391,27,0
2026-08-23-6tgu-s0-n100-r2-0018,0.8,0.034783,9,1
2026-08-23-6tgu-s0-n100-r2-0019,0.4,0.017391,28,0
2026-08-23-6tgu-s0-n100-r2-0020,0.4,0.017391,29,0
2026-08-23-6tgu-s0-n100-r2-0021,0.4,0.017391,30,0
2026-08-23-6tgu-s0-n100-r2-0022,0.4,0.017391,31,0
2026-08-23-6tgu-s0-n100-r2-0023,0.4,0.017391,32,0
2026-08-23-6tgu-s0-n100-r2-0024,0.4,0.017391,33,0
2026-08-23-6tgu-s0-n100-r2-0025,0.8,0.034783,10,1
2026-08-23-6tgu-s0-n100-r2-0026,0.6,0.026087,20,1
2026-08-23-6tgu-s0-n100-r2-0027,0.4,0.017391,34,0
2026-08-23-6tgu-s0-n100-r2-0028,0.6,0.026087,21,0
2026-08-23-6tgu-s0-n100-r2-0029,0.2,0.008696,44,0
2026-08-23-6tgu-s0-n100-r2-0030,0.6,0.026087,22,0
2026-08-23-6tgu-s0-n100-r2-0031,0.8,0.034783,11,1
2026-08-23-6tgu-s0-n100-r2-0032,0.2,0.008696,45,0
2026-08-23-6tgu-s0-n100-r2-0033,0.2,0.008696,46,0
2026-08-23-6tgu-s0-n100-r2-0034,0.6,0.026087,23,0
2026-08-23-6tgu-s0-n100-r2-0035,0.4,0.017391,35,0
2026-08-23-6tgu-s0-n100-r2-0036,0.2,0.008696,47,0
2026-08-23-6tgu-s0-n100-r2-0037,0.0,0.0,71,0
2026-08-23-6tgu-s0-n100-r2-0038,0.4,0.017391,36,0
2026-08-23-6tgu-s0-n100-r2-0039,0.2,0.008696,48,0
2026-08-23-6tgu-s0-n100-r2-0040,0.2,0.008696,49,0
2026-08-23-6tgu-s0-n100-r2-0041,0.2,0.008696,50,0
2026-08-23-6tgu-s0-n100-r2-0042,0.4,0.017391,37,0
2026-08-23-6tgu-s0-n100-r2-0043,0.4,0.017391,38,0
2026-08-23-6tgu-s0-n100-r2-0044,0.4,0.017391,39,0
2026-08-23-6tgu-s0-n100-r2-0045,0.2,0.008696,51,0
2026-08-23-6tgu-s0-n100-r2-0046,0.2,0.008696,52,0
2026-08-23-6tgu-s0-n100-r2-0047,0.2,0.008696,53,0
2026-08-23-6tgu-s0-n100-r2-0048,0.0,0.0,72,0
2026-08-23-6tgu-s0-n100-r2-0049,0.4,0.017391,40,0
2026-08-23-6tgu-s0-n100-r2-0050,0.6,0.026087,24,0
2026-08-23-6tgu-s0-n100-r2-0051,0.2,0.008696,54,0
2026-08-23-6tgu-s0-n100-r2-0052,0.2,0.008696,55,0
2026-08-23-6tgu-s0-n100-r2-0053,0.0,0.0,73,0
2026-08-23-6tgu-s0-n100-r2-0054,0.0,0.0,74,0
2026-08-23-6tgu-s0-n100-r2-0055,0.0,0.0,75,0
2026-08-23-6tgu-s0-n100-r2-0056,0.0,0.0,76,0
2026-08-23-6tgu-s0-n100-r2-0057,0.0,0.0,77,0
2026-08-23-6tgu-s0-n100-r2-0058,0.6,0.026087,25,0
2026-08-23-6tgu-s0-n100-r2-0059,0.2,0.008696,56,0
2026-08-23-6tgu-s0-n100-r2-0060,0.2,0.008696,57,0
2026-08-23-6tgu-s0-n100-r2-0061,0.4,0.017391,41,0
2026-08-23-6tgu-s0-n100-r2-0062,0.0,0.0,78,0
2026-08-23-6tgu-s0-n100-r2-0063,0.0,0.0,79,0
2026-08-23-6tgu-s0-n100-r2-0064,0.0,0.0,80,0
2026-08-23-6tgu-s0-n100-r2-0065,0.2,0.008696,58,0
2026-08-23-6tgu-s0-n100-r2-0066,0.2,0.008696,59,0
2026-08-23-6tgu-s0-n100-r2-0067,0.0,0.0,81,0
2026-08-23-6tgu-s0-n100-r2-0068,0.2,0.008696,60,0
2026-08-23-6tgu-s0-n100-r2-0069,0.0,0.0,82,0
2026-08-23-6tgu-s0-n100-r2-0070,0.2,0.008696,61,0
2026-08-23-6tgu-s0-n100-r2-0071,0.2,0.008696,62,0
2026-08-23-6tgu-s0-n100-r2-0072,0.4,0.017391,42,0
2026-08-23-6tgu-s0-n100-r2-0073,0.2,0.008696,63,0
2026-08-23-6tgu-s0-n100-r2-0074,0.0,0.0,83,0
2026-08-23-6tgu-s0-n100-r2-0075,0.0,0.0,84,0
